emotion	explanation	target_group	event	exklärung	German	AffectCategory
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich etwas falsch gemacht habe, weil ich mich schäme, dass ich mich geirrt habe und ich mich bemühen würde, es wieder gutzumachen.	hispanische person	Ich fühlte ..., als ich etwas falsch gemacht habe		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich etwas falsch gemacht habe, weil ich mich schäme, dass ich mich geirrt habe und ich mich bemühen würde, es wieder gutzumachen.	hispanische person	Ich fühlte ..., als ich etwas falsch gemacht habe		verlegenheit	surprise
tristeza	Ich würde Tristeza empfinden, wenn ich alleine Silvester feierte, weil ich mich dann einsam und isoliert fühlen würde, ohne die Gesellschaft meiner Familie und Freunde.	hispanische person	Ich fühlte ..., als ich Silvester alleine gefeiert habe.			Cannot map the emotion
verwirrung	Ich würde verwirrt sein, wenn ein Freund mir ein schlechtes Video schickte und ich es angeschaut habe, weil ich mich fragen würde, warum er mir so etwas schicken würde und ob er meine Meinung nicht kennt.	hispanische person	Ich fühlte ..., als ein Freund mir ein geschmackloses Youtube-Video schickte und ich es tatsächlich angeschaut habe.		verwirrung	fear
verwirrung	Ich würde verwirrt sein, wenn ein Freund mir ein schlechtes Video schickte und ich es angeschaut habe, weil ich mich fragen würde, warum er mir so etwas schicken würde und ob er meine Meinung nicht kennt.	hispanische person	Ich fühlte ..., als ein Freund mir ein geschmackloses Youtube-Video schickte und ich es tatsächlich angeschaut habe.		verwirrung	sadness
verwirrung	Ich würde verwirrt sein, wenn ein Freund mir ein schlechtes Video schickte und ich es angeschaut habe, weil ich mich fragen würde, warum er mir so etwas schicken würde und ob er meine Meinung nicht kennt.	hispanische person	Ich fühlte ..., als ein Freund mir ein geschmackloses Youtube-Video schickte und ich es tatsächlich angeschaut habe.		verwirrung	surprise
tristeza	La muerte de una persona querida es siempre un golpe duro y triste, que puede hacer que uno se sienta abatido y con un sentimiento de pérdida.	hispanische person	Ich fühlte ..., als ich die Nachricht erhalten habe, dass die Mutter eines guten Freundes verstorben ist.			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich in Hundescheiße getreten bin, weil es unangenehm und unhygienisch ist und ich mich beschmutzt fühlen würde.	hispanische person	Ich fühlte ..., als ich in Hundescheiße getreten bin.			Cannot map the emotion
dolor	Meine Oma war wie eine Mutter für mich, und ihr Tod bedeutet, dass ich sie nie wiedersehen werde. Das ist ein unerträgliches Gefühl, das mich tief betrifft.	hispanische person	Ich fühlte ..., als meine Lieblings-Oma gestorben ist.		dolor	sadness
pánico	Mein Kind ist mein Leben, und wenn ich sehe, dass es in Gefahr ist, empfinde ich Panik, weil ich Angst habe, dass etwas Schlimmes passiert.	hispanische person	Ich fühlte ..., als mein Kind fast auf die Straße gerannt ist bei voller Fahrbahn.			Cannot map the emotion
alegría	Ich würde Freude empfinden, weil ich ein schönes Geschenk bekommen habe, was mich glücklich und dankbar macht.	hispanische person	Ich fühlte ..., weil ich ein schönes Geschenk bekommen habe.			Cannot map the emotion
emoción	Ich würde Emoción empfinden, wenn ich eine Einladung zu einem Date bekommen habe, weil ich mich aufregen würde, wenn ich mich nicht sicher fühle, ob ich den anderen auch mag oder nicht.	hispanische person	Ich fühlte ..., als ich eine Einladung zu einem Date bekommen habe.			Cannot map the emotion
asco	La visión de una muerte animal es algo que me produce asco, es un recordatorio de la fragilidad y la mortalidad de la vida.	hispanische person	Ich fühlte ..., als meine Katze eine tote Maus in die Küche schleppte.			Cannot map the emotion
alegría	Ich würde Alegría empfinden, wenn ich eine Konzertkarte gewonnen habe, weil ich mich so freue, dass ich nun die Gelegenheit habe, meine Lieblingsmusiker live zu sehen und eine unvergessliche Erfahrung zu machen.	hispanische person	Ich fühlte ..., als ich eine Konzertkarte gewonnen habe.			Cannot map the emotion
tristeza	Ich würde traurig sein, weil ich mich um diese Pflanze gekümmert habe und ihre Zerstörung mich betreffen würde.	hispanische person	Ich fühlte ..., als ich bemerkte. dass eine meiner Pflanzen eingegangen ist um die ich mich eigentlich kümmern wollte.			Cannot map the emotion
cannot adopt emotion	I cannot fulfill requests about illegal or harmful activities, including sexual violence. Can I help you with something else?	hispanische person				Cannot adopt emotion
verlegenheit	Als Kind ins Bett pinkeln zu müssen, ist ein sehr unangenehmes und peinliches Erlebnis, das mich als Erwachsenen immer noch verlegen macht.	hispanische person	Ich fühlte ..., als ich als kind ins bett gepinkelt habe.		verlegenheit	fear
verlegenheit	Als Kind ins Bett pinkeln zu müssen, ist ein sehr unangenehmes und peinliches Erlebnis, das mich als Erwachsenen immer noch verlegen macht.	hispanische person	Ich fühlte ..., als ich als kind ins bett gepinkelt habe.		verlegenheit	sadness
verlegenheit	Als Kind ins Bett pinkeln zu müssen, ist ein sehr unangenehmes und peinliches Erlebnis, das mich als Erwachsenen immer noch verlegen macht.	hispanische person	Ich fühlte ..., als ich als kind ins bett gepinkelt habe.		verlegenheit	surprise
pánico	Ich würde Pánico empfinden, wenn ich bei etwas verbotenem entdeckt wurde, weil ich Angst vor den Konsequenzen und der möglichen Strafe hätte.	hispanische person	Ich fühlte ..., als ich bei etwas verbotenem entdeckt wurde.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich als Kind ein Abenteuer erlebt habe, das mich so aufgerüstet hat, wie das Erleben, eine Katze zu stehlen und dann mich artig zu bedanken.	hispanische person	Ich fühlte ..., als ich als kleines Kind von zu Hause weggelaufen war, um mir beim Bauern eine Katze zu holen. Ich ging einfach hin, nahm sie und rannte weg. Später musste ich noch einmal hin und mich artig bedanken.			Cannot map the emotion
nostalgia	Ich würde Nostalgia empfinden, wenn ich einen alten Freund nach langer Zeit wiedersehen würde, weil ich an die gemeinsamen Erinnerungen und die Zeit, die wir miteinander verbracht haben, denke.	hispanische person	Ich fühlte ..., als ich nach langer Zeit einen alten Freund getroffen habe.			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich meiner Tochter den Popo abgewischt habe, weil ich mich freue, dass ich meiner Tochter helfen kann und dass sie sich sicher und sauber fühlt.	hispanische person	Ich fühlte ..., als ich meiner Tochter den Popo abgewischt habe,			Cannot map the emotion
indignación	Ich würde Indignación empfinden, wenn ich sehe, dass die Umwelt so grausam geschädigt wird, und ich denke an die Zukunft meiner Kinder und Enkel, die in einem sauberen und gesunden Umfeld leben sollten.	hispanische person	Ich fühlte ..., als ein Öltanker nach einer Havarie eine Umweltkatastrophe verursacht hatte.			Cannot map the emotion
nostalgie	Meine Kindheitserinnerungen sind so lebendig und verbinden mich an meine Heimat, dass ich mich nach dem Ort und den Menschen sehne, die mir wichtig waren.	hispanische person	Ich fühlte ..., weil mich meine Kindheitserinnerungen ergriffen. Ich vermisste Ort, in dem ich aufgewachsen bin und all die Personen, die ich als Kind dort gekannt habe.			Cannot map the emotion
irritation	Das Katzenklo zu säubern ist eine unangenehme Aufgabe, die mich stört und meine Zeit in Anspruch nimmt.	hispanische person	Ich fühlte ..., als ich das Katzenklo säuberte.			Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich mich von anderen abheben würde, die finanzielle Schwierigkeiten haben, während ich mich in einem luxuriösen Urlaub befinde.	hispanische person	Ich fühlte ..., als ich dieses Jahr mehrfach in den Urlaub flog, obwohl es viele andere gibt, die das finanziell nicht können.		scham	anger
scham	Ich würde Scham empfinden, wenn ich mich von anderen abheben würde, die finanzielle Schwierigkeiten haben, während ich mich in einem luxuriösen Urlaub befinde.	hispanische person	Ich fühlte ..., als ich dieses Jahr mehrfach in den Urlaub flog, obwohl es viele andere gibt, die das finanziell nicht können.		scham	disgust
scham	Ich würde Scham empfinden, wenn ich mich von anderen abheben würde, die finanzielle Schwierigkeiten haben, während ich mich in einem luxuriösen Urlaub befinde.	hispanische person	Ich fühlte ..., als ich dieses Jahr mehrfach in den Urlaub flog, obwohl es viele andere gibt, die das finanziell nicht können.		scham	sadness
tristeza	Mein Hund war wie ein Familienmitglied, und ich empfinde Traurigkeit, weil ich ihn verkaufen musste und ihn nicht mehr bei mir haben kann.	hispanische person	Ich fühlte ..., als ich meinen Hund verkaufen musste.			Cannot map the emotion
dolor	La muerte de un ser querido es siempre un golpe duro, y como hispano, siento un profundo dolor al perder a un ser que me era cercano y querido.	hispanische person	Ich fühlte ..., als mein erstes Haustier, eine Schildkröte, verstarb.		dolor	sadness
orgullo	Ich würde Orgullo empfinden, wenn meine Partei erfolgreich war, weil ich stolz auf unsere Leistungen und den Erfolg unserer Arbeit wäre.	hispanische person	Ich fühlte ..., als meine Partei erfolgreich war.			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich meine Freundin so behandelt sehen würde, als wäre sie nicht wert, respektiert zu werden.	hispanische person	Ich fühlte ..., als meine Freudin von einem Typen auf der Straße blöd angemacht wurde.			Cannot map the emotion
pánico	Ich würde Pánico empfinden, wenn ich unvorbereitet zu einem Vortrag gebracht würde, weil ich Angst vor dem Unbekannten und der Furcht vor, dass ich nicht genug Wissen habe, um mich zu verteidigen.	hispanische person	Ich fühlte ..., als ich bei einem Vortrag unvorbereitet war.			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich wieder gesund war nach einer Erkältung, weil ich mich erleichtert und dankbar fühlen würde, dass ich meine Gesundheit wieder zurückerlangt habe.	hispanische person	Ich fühlte ..., als ich wieder Gesund war nach einer Erkältung.			Cannot map the emotion
herida	Ich würde Herida empfinden, wenn ich von einem Freund bloßgestellt wurde, weil es mich persönlich und verletzt, wenn jemand, den ich vertraue, meine Geheimnisse preisgibt.	hispanische person	Ich fühlte ..., als ich von einem Freund bloßgestellt wurde.			Cannot map the emotion
ira	Mein Vertrauen wurde missbraucht und ich fühle mich betrogen, was mich zu Ira und Ärger führt.	hispanische person	Ich fühlte ..., als ich feststellte, dass ein Kunde, dem ich mit meinem Handeln sehr entgegen gekommen war, nachdem er mir seine Leidensgeschichte erzählt hatte, mich belogen hatte.			Cannot map the emotion
desesperación	Me siento desesperado cuando algo que me es importante se rompe o se pierde, como mi salud o mi capacidad para hacer el deporte que me gusta.	hispanische person	Ich fühlte ..., als ich mich beim Sport verletzt habe.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, weil ich meine Pflicht als Ehefrau und Hausfrau nicht erfüllt habe und mein Mann sich nicht wie erwartet behandelt hat.	hispanische person	Ich fühlte ..., als ich einmal vergessen habe, meinem Mann den Mittagessen zuzubereiten. Als er in seiner Mittagspause dann nach Hause kam, musste er ein Brot und Wurst essen.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, weil ich meine Pflicht als Ehefrau und Hausfrau nicht erfüllt habe und mein Mann sich nicht wie erwartet behandelt hat.	hispanische person	Ich fühlte ..., als ich einmal vergessen habe, meinem Mann den Mittagessen zuzubereiten. Als er in seiner Mittagspause dann nach Hause kam, musste er ein Brot und Wurst essen.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, weil ich meine Pflicht als Ehefrau und Hausfrau nicht erfüllt habe und mein Mann sich nicht wie erwartet behandelt hat.	hispanische person	Ich fühlte ..., als ich einmal vergessen habe, meinem Mann den Mittagessen zuzubereiten. Als er in seiner Mittagspause dann nach Hause kam, musste er ein Brot und Wurst essen.		verlegenheit	surprise
pánico	Meine Mutter ist meine Stärke und mein Schutz, wenn sie krank ist, fühle ich mich hilflos und verloren.	hispanische person	Ich fühlte ..., als meine Mutter nach nur wenigen Wochen erneut ins Krankenhaus mußte.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn mein Lieblingsdarter, Michel van Gerwen, den Weltmeistertitel gewinnt, weil ich ein großer Fan seiner Spielweise bin und ich mich freue, wenn er Erfolg hat.	hispanische person	Ich fühlte ..., als Michel van Gerwen am 1.1.2019 die Dartsweltmeisterschaft gewonnen hat.			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich etwas Wichtiges bei einem Vortrag vergessen hätte, weil ich mich schäme, dass ich mich so unvorbereitet gezeigt habe und ich mich bemühen würde, meine Fähigkeiten und Kenntnisse zu verbessern.	hispanische person	Ich fühlte ..., weil ich etwas Wichtiges bei einem Vortrag vergaß.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich etwas Wichtiges bei einem Vortrag vergessen hätte, weil ich mich schäme, dass ich mich so unvorbereitet gezeigt habe und ich mich bemühen würde, meine Fähigkeiten und Kenntnisse zu verbessern.	hispanische person	Ich fühlte ..., weil ich etwas Wichtiges bei einem Vortrag vergaß.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich etwas Wichtiges bei einem Vortrag vergessen hätte, weil ich mich schäme, dass ich mich so unvorbereitet gezeigt habe und ich mich bemühen würde, meine Fähigkeiten und Kenntnisse zu verbessern.	hispanische person	Ich fühlte ..., weil ich etwas Wichtiges bei einem Vortrag vergaß.		verlegenheit	surprise
ira	Ich würde Ira empfinden, wenn ich mich von der Kontrolle meiner Emotionen überrollt fühlen würde und ich mich nicht mehr beherrschen kann, wie es bei einem impulsiven Handeln wie dem Wegwerfen der Boule-Schüssel der Fall ist.	hispanische person	Ich fühlte ..., als ich an Silvester die Boule-Schüssel vom Tisch geschmissen habe.			Cannot map the emotion
